product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
P100274,Cookware Model 1274,Home&Kitchen|Kitchen&Dining|Cookware,₹791,"₹2,062",61.6%,3.3,"12,335","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.3-star experience."
P100275,Chargers Model 1275,Electronics|Mobiles&Accessories|Chargers,₹401,"₹1,119",64.1%,2.9,"21,711",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 2.9-star experience.
P100276,SmartWatches Model 1276,Electronics|WearableTech|SmartWatches,"₹3,870","₹8,659",55.3%,3.7,"9,907","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.7-star experience."
P100277,Printers Model 1277,OfficeProducts|OfficeElectronics|Printers,"₹5,033","₹9,005",44.1%,4.9,"3,479","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.9-star experience."
P100278,Chargers Model 1278,Electronics|Mobiles&Accessories|Chargers,₹631,"₹1,078",41.4%,4.3,"6,208",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.3-star experience.
P100279,Laptops Model 1279,Computers&Accessories|Laptops,"₹31,597","₹88,261",64.2%,4.1,"6,613","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.1-star experience."
P100280,Chargers Model 1280,Electronics|Mobiles&Accessories|Chargers,₹823,"₹1,153",28.6%,4.6,"10,114",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.6-star experience.
P100281,Chargers Model 1281,Electronics|Mobiles&Accessories|Chargers,₹676,"₹1,322",48.8%,3.6,"7,426",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.6-star experience.
P100282,SmartWatches Model 1282,Electronics|WearableTech|SmartWatches,"₹2,753","₹5,846",52.9%,4.2,"7,575","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.2-star experience."
P100283,Accessories Model 1283,Electronics|Cameras|Accessories,"₹1,034","₹1,974",47.6%,4.3,"3,051","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.3-star experience."
P100284,Printers Model 1284,OfficeProducts|OfficeElectronics|Printers,"₹5,082","₹17,709",71.3%,3.6,"9,784","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.6-star experience."
P100285,Printers Model 1285,OfficeProducts|OfficeElectronics|Printers,"₹5,539","₹10,571",47.6%,4.7,"3,804","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.7-star experience."
P100286,Cables Model 1286,Computers&Accessories|Accessories|Cables,₹253,₹372,31.8%,4.1,"3,775",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.1-star experience.
P100287,Chargers Model 1287,Electronics|Mobiles&Accessories|Chargers,₹809,"₹1,310",38.2%,3.8,"2,936",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.8-star experience.
P100288,Printers Model 1288,OfficeProducts|OfficeElectronics|Printers,"₹2,554","₹8,932",71.4%,3.6,"18,141","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.6-star experience."
P100289,In-Ear Model 1289,Electronics|Headphones|In-Ear,₹778,"₹1,087",28.4%,5.0,"12,859","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 5.0-star experience."
P100290,Cables Model 1290,Computers&Accessories|Accessories|Cables,₹87,₹99,12.0%,5.0,"6,121",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 5.0-star experience.
P100291,In-Ear Model 1291,Electronics|Headphones|In-Ear,"₹1,392","₹2,113",34.1%,5.0,"16,079","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 5.0-star experience."
P100292,SmartWatches Model 1292,Electronics|WearableTech|SmartWatches,"₹3,787","₹7,427",49.0%,4.4,"11,076","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.4-star experience."
P100293,In-Ear Model 1293,Electronics|Headphones|In-Ear,₹851,"₹1,562",45.5%,4.1,"1,036","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.1-star experience."
P100294,Cookware Model 1294,Home&Kitchen|Kitchen&Dining|Cookware,₹402,₹645,37.6%,4.1,"2,913","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.1-star experience."
P100295,Vacuum Model 1295,Home&Kitchen|HomeAppliances|Vacuum,"₹6,473","₹9,647",32.9%,4.7,"12,351","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.7-star experience."
P100296,In-Ear Model 1296,Electronics|Headphones|In-Ear,₹566,₹906,37.5%,4.5,"2,864","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.5-star experience."
P100297,SmartWatches Model 1297,Electronics|WearableTech|SmartWatches,"₹3,403","₹7,320",53.5%,3.7,"5,848","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.7-star experience."
P100298,Cookware Model 1298,Home&Kitchen|Kitchen&Dining|Cookware,₹830,"₹1,518",45.3%,4.2,"7,748","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.2-star experience."
P100299,SmartWatches Model 1299,Electronics|WearableTech|SmartWatches,"₹2,630","₹5,952",55.8%,4.3,"6,796","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.3-star experience."
P100300,SmartWatches Model 1300,Electronics|WearableTech|SmartWatches,"₹2,583","₹6,300",59.0%,3.9,"5,983","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.9-star experience."
P100301,Chargers Model 1301,Electronics|Mobiles&Accessories|Chargers,₹494,₹815,39.3%,4.1,620,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.1-star experience.
P100302,SmartWatches Model 1302,Electronics|WearableTech|SmartWatches,"₹1,714","₹2,633",34.9%,4.8,"4,955","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.8-star experience."
P100303,In-Ear Model 1303,Electronics|Headphones|In-Ear,₹585,"₹1,068",45.2%,4.5,"2,645","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.5-star experience."
P100304,Vacuum Model 1304,Home&Kitchen|HomeAppliances|Vacuum,"₹2,649","₹6,575",59.7%,4.2,"1,687","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.2-star experience."
P100305,SmartWatches Model 1305,Electronics|WearableTech|SmartWatches,"₹1,524","₹3,149",51.6%,4.2,"10,075","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.2-star experience."
P100306,SmartWatches Model 1306,Electronics|WearableTech|SmartWatches,"₹2,583","₹5,555",53.5%,4.0,"5,355","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.0-star experience."
P100307,Printers Model 1307,OfficeProducts|OfficeElectronics|Printers,"₹10,707","₹16,626",35.6%,5.0,545,"Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 5.0-star experience."
